prompt_id,prompt,model_name,source,generation_type,duration_seconds,sample_index,output,status,returncode,command,error
ovb0021,A tranquil tableau of a bowl,consisid_official_vbench_v1,consisid,standard,6,0,data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1/ovb0021_consisid_official_vbench_v1_0.mp4,ok,0,"[""python"", ""infer.py"", ""--model_path"", ""/data/zengxin/zwt/models/consisid/ConsisID-preview"", ""--img_file_path"", ""/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png"", ""--prompt"", ""A tranquil tableau of a bowl"", ""--output_path"", ""/data/zengxin/zwt/face_study/data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1"", ""--num_inference_steps"", ""50"", ""--guidance_scale"", ""6.0"", ""--num_videos_per_prompt"", ""1"", ""--dtype"", ""bfloat16"", ""--seed"", ""0""]",
ovb0023,A tranquil tableau of a bench,consisid_official_vbench_v1,consisid,standard,6,0,data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1/ovb0023_consisid_official_vbench_v1_0.mp4,ok,0,"[""python"", ""infer.py"", ""--model_path"", ""/data/zengxin/zwt/models/consisid/ConsisID-preview"", ""--img_file_path"", ""/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png"", ""--prompt"", ""A tranquil tableau of a bench"", ""--output_path"", ""/data/zengxin/zwt/face_study/data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1"", ""--num_inference_steps"", ""50"", ""--guidance_scale"", ""6.0"", ""--num_videos_per_prompt"", ""1"", ""--dtype"", ""bfloat16"", ""--seed"", ""0""]",
ovb0025,A tranquil tableau of a chair,consisid_official_vbench_v1,consisid,standard,6,0,data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1/ovb0025_consisid_official_vbench_v1_0.mp4,ok,0,"[""python"", ""infer.py"", ""--model_path"", ""/data/zengxin/zwt/models/consisid/ConsisID-preview"", ""--img_file_path"", ""/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png"", ""--prompt"", ""A tranquil tableau of a chair"", ""--output_path"", ""/data/zengxin/zwt/face_study/data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1"", ""--num_inference_steps"", ""50"", ""--guidance_scale"", ""6.0"", ""--num_videos_per_prompt"", ""1"", ""--dtype"", ""bfloat16"", ""--seed"", ""0""]",
ovb0027,A tranquil tableau of a dining table,consisid_official_vbench_v1,consisid,standard,6,0,data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1/ovb0027_consisid_official_vbench_v1_0.mp4,ok,0,"[""python"", ""infer.py"", ""--model_path"", ""/data/zengxin/zwt/models/consisid/ConsisID-preview"", ""--img_file_path"", ""/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png"", ""--prompt"", ""A tranquil tableau of a dining table"", ""--output_path"", ""/data/zengxin/zwt/face_study/data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1"", ""--num_inference_steps"", ""50"", ""--guidance_scale"", ""6.0"", ""--num_videos_per_prompt"", ""1"", ""--dtype"", ""bfloat16"", ""--seed"", ""0""]",
ovb0029,A tranquil tableau of a bunch of grapes,consisid_official_vbench_v1,consisid,standard,6,0,data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1/ovb0029_consisid_official_vbench_v1_0.mp4,ok,0,"[""python"", ""infer.py"", ""--model_path"", ""/data/zengxin/zwt/models/consisid/ConsisID-preview"", ""--img_file_path"", ""/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png"", ""--prompt"", ""A tranquil tableau of a bunch of grapes"", ""--output_path"", ""/data/zengxin/zwt/face_study/data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1"", ""--num_inference_steps"", ""50"", ""--guidance_scale"", ""6.0"", ""--num_videos_per_prompt"", ""1"", ""--dtype"", ""bfloat16"", ""--seed"", ""0""]",
ovb0031,"A tranquil tableau of a beautiful, handcrafted ceramic bowl",consisid_official_vbench_v1,consisid,standard,6,0,data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1/ovb0031_consisid_official_vbench_v1_0.mp4,ok,0,"[""python"", ""infer.py"", ""--model_path"", ""/data/zengxin/zwt/models/consisid/ConsisID-preview"", ""--img_file_path"", ""/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png"", ""--prompt"", ""A tranquil tableau of a beautiful, handcrafted ceramic bowl"", ""--output_path"", ""/data/zengxin/zwt/face_study/data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1"", ""--num_inference_steps"", ""50"", ""--guidance_scale"", ""6.0"", ""--num_videos_per_prompt"", ""1"", ""--dtype"", ""bfloat16"", ""--seed"", ""0""]",
ovb0033,A tranquil tableau of an exquisite mahogany dining table,consisid_official_vbench_v1,consisid,standard,6,0,data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1/ovb0033_consisid_official_vbench_v1_0.mp4,ok,0,"[""python"", ""infer.py"", ""--model_path"", ""/data/zengxin/zwt/models/consisid/ConsisID-preview"", ""--img_file_path"", ""/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png"", ""--prompt"", ""A tranquil tableau of an exquisite mahogany dining table"", ""--output_path"", ""/data/zengxin/zwt/face_study/data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1"", ""--num_inference_steps"", ""50"", ""--guidance_scale"", ""6.0"", ""--num_videos_per_prompt"", ""1"", ""--dtype"", ""bfloat16"", ""--seed"", ""0""]",
ovb0035,A tranquil tableau of a beautiful wrought-iron bench surrounded by blooming flowers,consisid_official_vbench_v1,consisid,standard,6,0,data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1/ovb0035_consisid_official_vbench_v1_0.mp4,ok,0,"[""python"", ""infer.py"", ""--model_path"", ""/data/zengxin/zwt/models/consisid/ConsisID-preview"", ""--img_file_path"", ""/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png"", ""--prompt"", ""A tranquil tableau of a beautiful wrought-iron bench surrounded by blooming flowers"", ""--output_path"", ""/data/zengxin/zwt/face_study/data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1"", ""--num_inference_steps"", ""50"", ""--guidance_scale"", ""6.0"", ""--num_videos_per_prompt"", ""1"", ""--dtype"", ""bfloat16"", ""--seed"", ""0""]",
ovb0037,A tranquil tableau of a vintage rocking chair was placed on the porch,consisid_official_vbench_v1,consisid,standard,6,0,data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1/ovb0037_consisid_official_vbench_v1_0.mp4,ok,0,"[""python"", ""infer.py"", ""--model_path"", ""/data/zengxin/zwt/models/consisid/ConsisID-preview"", ""--img_file_path"", ""/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png"", ""--prompt"", ""A tranquil tableau of a vintage rocking chair was placed on the porch"", ""--output_path"", ""/data/zengxin/zwt/face_study/data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1"", ""--num_inference_steps"", ""50"", ""--guidance_scale"", ""6.0"", ""--num_videos_per_prompt"", ""1"", ""--dtype"", ""bfloat16"", ""--seed"", ""0""]",
ovb0039,A tranquil tableau of the phone booth was tucked away in a quiet alley,consisid_official_vbench_v1,consisid,standard,6,0,data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1/ovb0039_consisid_official_vbench_v1_0.mp4,ok,0,"[""python"", ""infer.py"", ""--model_path"", ""/data/zengxin/zwt/models/consisid/ConsisID-preview"", ""--img_file_path"", ""/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png"", ""--prompt"", ""A tranquil tableau of the phone booth was tucked away in a quiet alley"", ""--output_path"", ""/data/zengxin/zwt/face_study/data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1"", ""--num_inference_steps"", ""50"", ""--guidance_scale"", ""6.0"", ""--num_videos_per_prompt"", ""1"", ""--dtype"", ""bfloat16"", ""--seed"", ""0""]",
ovb0041,A tranquil tableau of the old red barn stood weathered and iconic against the backdrop of the countryside,consisid_official_vbench_v1,consisid,standard,6,0,data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1/ovb0041_consisid_official_vbench_v1_0.mp4,ok,0,"[""python"", ""infer.py"", ""--model_path"", ""/data/zengxin/zwt/models/consisid/ConsisID-preview"", ""--img_file_path"", ""/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png"", ""--prompt"", ""A tranquil tableau of the old red barn stood weathered and iconic against the backdrop of the countryside"", ""--output_path"", ""/data/zengxin/zwt/face_study/data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1"", ""--num_inference_steps"", ""50"", ""--guidance_scale"", ""6.0"", ""--num_videos_per_prompt"", ""1"", ""--dtype"", ""bfloat16"", ""--seed"", ""0""]",
ovb0043,"In a still frame, within the desolate desert, an oasis unfolded, characterized by the stoic presence of palm trees and a motionless, glassy pool of water",consisid_official_vbench_v1,consisid,standard,6,0,data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1/ovb0043_consisid_official_vbench_v1_0.mp4,ok,0,"[""python"", ""infer.py"", ""--model_path"", ""/data/zengxin/zwt/models/consisid/ConsisID-preview"", ""--img_file_path"", ""/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png"", ""--prompt"", ""In a still frame, within the desolate desert, an oasis unfolded, characterized by the stoic presence of palm trees and a motionless, glassy pool of water"", ""--output_path"", ""/data/zengxin/zwt/face_study/data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1"", ""--num_inference_steps"", ""50"", ""--guidance_scale"", ""6.0"", ""--num_videos_per_prompt"", ""1"", ""--dtype"", ""bfloat16"", ""--seed"", ""0""]",
ovb0045,"In a still frame, the Temple of Hephaestus, with its timeless Doric grace, stands stoically against the backdrop of a quiet Athens",consisid_official_vbench_v1,consisid,standard,6,0,data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1/ovb0045_consisid_official_vbench_v1_0.mp4,ok,0,"[""python"", ""infer.py"", ""--model_path"", ""/data/zengxin/zwt/models/consisid/ConsisID-preview"", ""--img_file_path"", ""/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png"", ""--prompt"", ""In a still frame, the Temple of Hephaestus, with its timeless Doric grace, stands stoically against the backdrop of a quiet Athens"", ""--output_path"", ""/data/zengxin/zwt/face_study/data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1"", ""--num_inference_steps"", ""50"", ""--guidance_scale"", ""6.0"", ""--num_videos_per_prompt"", ""1"", ""--dtype"", ""bfloat16"", ""--seed"", ""0""]",
ovb0047,"A tranquil tableau of the Stonehenge presented itself as an enigmatic puzzle, each colossal stone meticulously placed against the backdrop of tranquility",consisid_official_vbench_v1,consisid,standard,6,0,data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1/ovb0047_consisid_official_vbench_v1_0.mp4,ok,0,"[""python"", ""infer.py"", ""--model_path"", ""/data/zengxin/zwt/models/consisid/ConsisID-preview"", ""--img_file_path"", ""/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png"", ""--prompt"", ""A tranquil tableau of the Stonehenge presented itself as an enigmatic puzzle, each colossal stone meticulously placed against the backdrop of tranquility"", ""--output_path"", ""/data/zengxin/zwt/face_study/data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1"", ""--num_inference_steps"", ""50"", ""--guidance_scale"", ""6.0"", ""--num_videos_per_prompt"", ""1"", ""--dtype"", ""bfloat16"", ""--seed"", ""0""]",
ovb0049,"static view on a desert scene with an oasis, palm trees, and a clear, calm pool of water",consisid_official_vbench_v1,consisid,standard,6,0,data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1/ovb0049_consisid_official_vbench_v1_0.mp4,ok,0,"[""python"", ""infer.py"", ""--model_path"", ""/data/zengxin/zwt/models/consisid/ConsisID-preview"", ""--img_file_path"", ""/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png"", ""--prompt"", ""static view on a desert scene with an oasis, palm trees, and a clear, calm pool of water"", ""--output_path"", ""/data/zengxin/zwt/face_study/data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1"", ""--num_inference_steps"", ""50"", ""--guidance_scale"", ""6.0"", ""--num_videos_per_prompt"", ""1"", ""--dtype"", ""bfloat16"", ""--seed"", ""0""]",
ovb0051,"A tranquil tableau of a tranquil lakeside cabin nestled among tall pines, its reflection mirrored perfectly in the calm water",consisid_official_vbench_v1,consisid,standard,6,0,data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1/ovb0051_consisid_official_vbench_v1_0.mp4,ok,0,"[""python"", ""infer.py"", ""--model_path"", ""/data/zengxin/zwt/models/consisid/ConsisID-preview"", ""--img_file_path"", ""/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png"", ""--prompt"", ""A tranquil tableau of a tranquil lakeside cabin nestled among tall pines, its reflection mirrored perfectly in the calm water"", ""--output_path"", ""/data/zengxin/zwt/face_study/data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1"", ""--num_inference_steps"", ""50"", ""--guidance_scale"", ""6.0"", ""--num_videos_per_prompt"", ""1"", ""--dtype"", ""bfloat16"", ""--seed"", ""0""]",
ovb0053,"In a still frame, a tranquil Japanese tea ceremony room, with tatami mats, a delicate tea set, and a bonsai tree in the corner",consisid_official_vbench_v1,consisid,standard,6,0,data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1/ovb0053_consisid_official_vbench_v1_0.mp4,ok,0,"[""python"", ""infer.py"", ""--model_path"", ""/data/zengxin/zwt/models/consisid/ConsisID-preview"", ""--img_file_path"", ""/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png"", ""--prompt"", ""In a still frame, a tranquil Japanese tea ceremony room, with tatami mats, a delicate tea set, and a bonsai tree in the corner"", ""--output_path"", ""/data/zengxin/zwt/face_study/data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1"", ""--num_inference_steps"", ""50"", ""--guidance_scale"", ""6.0"", ""--num_videos_per_prompt"", ""1"", ""--dtype"", ""bfloat16"", ""--seed"", ""0""]",
ovb0055,"A tranquil tableau of in the heart of Plaka, the neoclassical architecture of the old city harmonizes with the ancient ruins",consisid_official_vbench_v1,consisid,standard,6,0,data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1/ovb0055_consisid_official_vbench_v1_0.mp4,ok,0,"[""python"", ""infer.py"", ""--model_path"", ""/data/zengxin/zwt/models/consisid/ConsisID-preview"", ""--img_file_path"", ""/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png"", ""--prompt"", ""A tranquil tableau of in the heart of Plaka, the neoclassical architecture of the old city harmonizes with the ancient ruins"", ""--output_path"", ""/data/zengxin/zwt/face_study/data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1"", ""--num_inference_steps"", ""50"", ""--guidance_scale"", ""6.0"", ""--num_videos_per_prompt"", ""1"", ""--dtype"", ""bfloat16"", ""--seed"", ""0""]",
ovb0057,"A tranquil tableau of at the edge of the Arabian Desert, the ancient city of Petra beckoned with its enigmatic rock-carved façades",consisid_official_vbench_v1,consisid,standard,6,0,data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1/ovb0057_consisid_official_vbench_v1_0.mp4,ok,0,"[""python"", ""infer.py"", ""--model_path"", ""/data/zengxin/zwt/models/consisid/ConsisID-preview"", ""--img_file_path"", ""/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png"", ""--prompt"", ""A tranquil tableau of at the edge of the Arabian Desert, the ancient city of Petra beckoned with its enigmatic rock-carved façades"", ""--output_path"", ""/data/zengxin/zwt/face_study/data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1"", ""--num_inference_steps"", ""50"", ""--guidance_scale"", ""6.0"", ""--num_videos_per_prompt"", ""1"", ""--dtype"", ""bfloat16"", ""--seed"", ""0""]",
ovb0059,"A tranquil tableau of in the quaint village square, a traditional wrought-iron streetlamp featured delicate filigree patterns and amber-hued glass panels",consisid_official_vbench_v1,consisid,standard,6,0,data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1/ovb0059_consisid_official_vbench_v1_0.mp4,ok,0,"[""python"", ""infer.py"", ""--model_path"", ""/data/zengxin/zwt/models/consisid/ConsisID-preview"", ""--img_file_path"", ""/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png"", ""--prompt"", ""A tranquil tableau of in the quaint village square, a traditional wrought-iron streetlamp featured delicate filigree patterns and amber-hued glass panels"", ""--output_path"", ""/data/zengxin/zwt/face_study/data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_shard01/consisid_official_vbench_v1"", ""--num_inference_steps"", ""50"", ""--guidance_scale"", ""6.0"", ""--num_videos_per_prompt"", ""1"", ""--dtype"", ""bfloat16"", ""--seed"", ""0""]",
